"","MMA001A","MMA001B","MMA002B","MMA003A","MMA003B","MMA004A","MMA004B","MMA005A","MMA005B","MMA006A","MMA006B","MMA007A","MMA007B","MMA008A","MMA008B","MMA009A","MMA009B","MMA010A","MMA010B","MMA011A","MMA011B","MMA012A","MMA012B","MMA013A","MMA013B","MMA014A","MMA014B","MMA015A","MMA015B","MMA016A","MMA016B","MMA017A","MMA017B","MMA018A","MMA018B","MMA018C","MMA018D","MMA019A","MMA019B","MMA020A","MMA020B","MMA021A","MMA021B","MMA022A","MMA022B","MMA023A","MMA023B","MMA024A","MMA024B","MMA025A","MMA025B","MMA026A","MMA026B","MMA027A","MMA027B","MMA028A","MMA028B","MMA029A","MMA029B","MMA030A","MMA030B","MMA031A","MMA031B","MMA032A","MMA032B","MMA033B","MMA034A","MMA034B","MMA035A","MMA035B","MMB001A","MMB001B","MMB002A","MMB002B","MMB003A","MMB003B","MMB004A","MMB004B","MMB005A","MMB005B","MMB006A","MMB006B","MMB007A","MMB007B","MMB008A","MMB008B","MMB008C","MMB009A","MMB009B","MMB010A","MMB010B","MMB011A","MMB011B","MMB012A","MMB012B","MMB013A","MMB013B","MMB014A","MMB014B","MMB015A","MMB015B","MMB016A","MMB016B","MMB016C","MMB018A","MMB018B","MMB019A","MMB020A","MMB020B","MMB021A","MMB021B","MMB022A","MMB022B","MMB023A","MMB023B","MMB024A","MMB024B","MMB025A","MMB025B","MMB026A","MMB026B","MMC001A","MMC001B","MMC002A","MMC002B","MMC003A","MMC003B","MMC005A","MMC006A","MMC006B","MMC007A","MMC007B","MMC008A","MMC008B","MMC010A","MMC010B","MMC011A","MMC011B","MMC012A","MMC012B","MMC013A","MMC013B","MMC014A","MMC014B","MMC015A","MMC015B","MMC016A","MMC016B","MMC017A","MMC017B","MMC018A","MMC018B","MMC019A","MMC019B","MMC020A","MMC020B","MMC021B","MMC022A","MMC022B","MMC023A","MMC023B","MMC024A","MMC024B","MMC025A","MMC025B","MMC026A","MMC026B","MMC026C","MMC027A","MMC027B","MMC029A","MMC029B","MMC030A","MMC030B","MMC031A","MMC031B","MMC032A","MMC032B","MMC033A","MMC033B"
"1949",12.042,11.268,4.492,NA,NA,NA,NA,NA,NA,9.588,5.85599999999999,13.146,13.384,8.528,6.97000000000001,9.082,5.786,7.618,6.59599999999999,NA,NA,NA,NA,7.066,6.108,17.788,13.626,14.164,13.564,14.622,14.956,13.04,12.454,67.259,75.381,75.884,74.259,NA,13.052,13.784,9.444,7.806,6.968,19.146,13.046,9.392,12.49,NA,NA,9.50799999999998,10.834,NA,NA,11.086,10.936,18.258,17.542,11.566,NA,18.434,NA,28.942,24.07,27.852,22.596,19.682,13.31,10.368,17.216,17.588,44.782,44.924,NA,NA,5.88399999999999,3.48800000000001,12.326,28.942,6.96400000000001,7.94999999999999,NA,17.882,12.436,7.95400000000002,34.616,34.766,31.962,35.542,31.438,15.87,18.74,21.382,32.634,NA,NA,NA,NA,NA,NA,NA,NA,32.376,32.402,26.63,11.194,11.796,NA,NA,NA,NA,NA,13.982,19.172,10.696,9.75399999999999,26.148,22.606,13.164,15.268,13.498,14.044,12.08,12.816,8.554,10.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.848,23.41,22.452,23.974,NA,NA,NA,NA,10.404,7.45600000000002,NA,NA,NA,75.044,NA,NA,NA,NA,10.202,8.534,14.042,14.072,4.33399999999999,NA,NA,NA,NA,18.636,18.79,8.79799999999999,12.326,28.31,22.776,15.728,17.362,23.496,12.498,11.608,NA,NA,11.814,13.542,28.342,28.71,30.236,28.7
"1948",11.956,11.184,4.436,NA,NA,NA,NA,NA,NA,9.46,5.68199999999999,13.036,13.32,8.432,6.81600000000001,9.006,5.696,7.582,6.43999999999999,NA,NA,NA,NA,6.982,6.094,17.692,13.57,14.038,13.422,14.534,14.786,13.01,12.398,66.625,74.935,75.504,73.793,NA,12.938,13.648,9.252,7.66,6.844,18.924,12.85,9.14,12.156,NA,NA,9.22199999999999,10.602,NA,NA,11.01,10.83,18.034,17.254,11.55,NA,18.132,NA,28.876,23.954,27.202,22.028,19.438,13.188,10.342,17.136,17.458,43.896,44.288,NA,NA,5.61199999999999,NA,12.144,28.728,6.74800000000001,7.80999999999999,NA,17.736,12.286,7.81200000000002,33.714,33.654,30.686,34.762,30.92,15.732,18.382,21.052,32.37,NA,NA,NA,NA,NA,NA,NA,NA,30.814,30.964,25.398,11.084,11.724,NA,NA,NA,NA,NA,13.886,19.012,10.614,9.67199999999999,25.81,22.288,13.052,15.138,13.344,13.86,11.976,12.732,8.478,10.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.694,23.222,22.38,23.9,NA,NA,NA,NA,10.334,7.40000000000002,NA,NA,NA,74.928,NA,NA,NA,NA,10.008,8.372,13.966,13.964,4.09799999999999,NA,NA,NA,NA,18.426,18.538,8.726,12.194,28.026,22.308,15.406,17.128,23.226,12.362,11.512,NA,NA,11.59,13.412,28.024,28.288,29.548,28.04
"1947",11.832,11.122,4.392,NA,NA,NA,NA,NA,NA,9.382,5.51999999999999,12.96,13.258,8.298,6.666,8.91,5.588,7.528,6.35399999999999,NA,NA,NA,NA,6.89800000000001,6.01,17.604,13.522,13.874,13.29,14.206,14.508,12.834,12.234,66.125,74.49,75.185,73.295,NA,12.778,13.482,9.018,7.604,6.68,18.61,12.556,8.87,11.816,NA,NA,9.00999999999999,10.334,NA,NA,10.816,10.782,17.832,17.06,11.46,NA,17.812,NA,28.822,23.802,26.766,21.552,19.138,13.046,10.33,17.066,17.278,42.984,43.656,NA,NA,5.33799999999999,NA,11.896,28.482,6.69800000000001,7.60399999999999,NA,17.628,12.136,7.66800000000002,33.03,32.702,29.712,34.31,30.338,15.482,18.04,20.718,32.082,NA,NA,NA,NA,NA,NA,NA,NA,29.866,29.884,24.576,10.922,11.614,NA,NA,NA,NA,NA,13.742,18.8,10.528,9.61199999999999,25.536,22.026,12.9,14.94,13.184,13.648,11.852,12.636,8.334,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.512,23.004,22.324,23.848,NA,NA,NA,NA,10.306,7.27600000000002,NA,NA,NA,74.692,NA,NA,NA,NA,9.822,8.206,13.87,13.882,3.85199999999999,NA,NA,NA,NA,18.206,18.244,8.514,12.058,27.88,22.018,15.164,16.962,23.068,12.178,11.402,NA,NA,11.364,13.3,27.674,27.9,28.93,27.432
"1946",11.724,11.06,4.284,NA,NA,NA,NA,NA,NA,9.272,5.35799999999999,12.878,13.146,8.214,6.54,8.828,5.466,7.484,6.29799999999999,NA,NA,NA,NA,6.86200000000001,5.916,17.504,13.456,13.748,13.22,14.054,14.26,12.79,12.186,65.535,73.975,74.838,72.735,NA,12.484,13.286,8.786,7.532,6.486,18.318,12.278,8.72,11.624,NA,NA,8.66799999999999,9.918,NA,NA,10.632,10.686,17.596,16.802,11.336,NA,17.474,NA,28.746,23.626,26.258,21.05,18.728,12.812,10.286,17.022,16.948,42.166,42.882,NA,NA,5.10599999999999,NA,11.71,28.27,6.61600000000001,7.37999999999999,NA,17.526,11.966,7.46800000000002,32.274,31.696,28.556,33.614,29.98,15.326,17.604,20.388,31.796,NA,NA,NA,NA,NA,NA,NA,NA,29.104,29.174,23.888,10.784,11.512,NA,NA,NA,NA,NA,13.636,18.604,10.476,9.56999999999999,25.238,21.706,12.78,14.73,13.094,13.442,11.816,12.604,8.24,10.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.342,22.748,22.232,23.78,NA,NA,NA,NA,10.256,7.22000000000002,NA,NA,NA,74.448,NA,NA,NA,NA,9.744,7.994,13.722,13.766,3.61599999999999,NA,NA,NA,NA,17.942,17.92,8.424,11.942,27.746,21.848,14.918,16.792,22.932,12.024,11.302,NA,NA,11.222,13.14,27.238,27.43,28.34,26.832
"1945",11.67,11.016,4.216,NA,NA,NA,NA,NA,NA,9.184,5.24599999999999,12.814,13.062,8.012,6.454,8.738,5.384,7.446,6.22599999999999,NA,NA,NA,NA,6.78400000000001,5.834,17.392,13.396,13.638,13.142,13.912,14.034,12.728,12.134,65.091,73.557,74.517,72.244,NA,12.358,13.124,8.608,7.484,6.436,18.086,11.968,8.558,11.472,NA,NA,8.40199999999999,9.636,NA,NA,10.59,10.628,17.462,16.618,11.276,NA,17.144,NA,28.678,23.452,25.72,20.596,18.612,12.468,10.166,17,16.804,41.534,42.154,NA,NA,4.93599999999999,NA,11.58,28.154,6.49400000000001,7.32599999999999,NA,17.394,NA,7.35000000000002,31.662,30.856,27.806,32.952,29.37,15.106,16.992,20.144,31.558,NA,NA,NA,NA,NA,NA,NA,NA,28.594,28.692,23.168,10.668,11.428,NA,NA,NA,NA,NA,13.55,18.492,10.422,9.52599999999999,24.92,21.438,12.614,14.534,12.992,13.294,11.776,12.548,8.116,10.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.146,22.412,22.142,23.736,NA,NA,NA,NA,10.188,7.09600000000002,NA,NA,NA,74.136,NA,NA,NA,NA,9.538,7.832,13.576,13.692,3.42199999999999,NA,NA,NA,NA,17.664,17.58,8.324,11.784,27.61,21.658,14.646,16.554,22.772,11.876,11.244,NA,NA,11.132,13.092,26.826,27.02,27.72,26.384
"1944",11.446,10.884,4.152,NA,NA,NA,NA,NA,NA,8.984,5.04799999999999,12.724,12.96,7.938,6.326,8.568,5.216,7.224,5.98399999999999,NA,NA,NA,NA,6.67000000000001,5.73,17.264,13.298,13.52,13.06,13.672,13.754,12.506,11.982,64.639,73.115,74.205,71.746,NA,12.096,12.816,8.308,7.444,6.334,17.752,11.54,8.462,11.356,NA,NA,8.05399999999998,9.242,NA,NA,10.512,10.428,17.182,16.354,11.062,NA,16.75,NA,28.606,23.374,25.178,20.046,18.384,12.22,10.136,16.988,16.666,41.064,41.71,NA,NA,4.82599999999999,NA,11.378,28.014,6.40000000000001,7.25799999999999,NA,17.268,NA,7.15000000000002,31.02,30.008,26.954,32.392,28.95,14.84,16.354,19.894,31.338,NA,NA,NA,NA,NA,NA,NA,NA,28.308,28.378,22.424,10.532,11.328,NA,NA,NA,NA,NA,13.48,18.284,10.298,9.43999999999999,24.612,21.166,12.36,14.222,12.67,12.986,11.74,12.468,7.922,10.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,22.166,22.068,23.656,NA,NA,NA,NA,10.12,6.97000000000002,NA,NA,NA,73.844,NA,NA,NA,NA,9.256,7.524,13.386,13.556,3.23399999999999,NA,NA,NA,NA,17.394,17.296,8.274,11.658,27.496,21.496,14.416,16.338,22.626,11.69,11.108,NA,NA,10.95,12.864,26.498,26.68,27.23,25.814
"1943",11.384,10.854,4.024,NA,NA,NA,NA,NA,NA,8.97,5.01999999999999,12.616,12.876,7.862,6.264,8.516,5.16,7.192,5.92199999999999,NA,NA,NA,NA,6.57800000000001,5.654,17.148,13.202,13.42,12.978,13.402,13.218,12.372,11.846,64.286,72.775,73.915,71.366,NA,12.03,12.694,8.18,7.37,6.228,17.546,11.36,8.316,11.162,NA,NA,7.97399999999998,9.14,NA,NA,10.38,10.408,17.054,16.2,10.964,NA,16.422,NA,28.508,23.288,24.74,19.64,18.112,12.118,10.054,16.93,16.466,40.63,41.492,NA,NA,NA,NA,11.288,27.956,6.30400000000001,7.16999999999999,NA,17.18,NA,7.08200000000002,30.696,29.66,26.508,31.99,28.542,14.452,15.726,19.742,31.222,NA,NA,NA,NA,NA,NA,NA,NA,28.03,28.114,21.986,10.456,11.282,NA,NA,NA,NA,NA,13.36,18.106,10.268,9.38799999999999,24.298,20.914,12.208,14.12,12.558,12.892,11.708,12.4,7.786,10.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.872,22,22.01,23.59,NA,NA,NA,NA,10.08,6.82200000000002,NA,NA,NA,73.662,NA,NA,NA,NA,9.168,7.414,13.308,13.502,2.98999999999999,NA,NA,NA,NA,17.208,17.08,8.17599999999999,11.556,27.394,21.348,14.236,16.242,22.594,11.606,11.064,NA,NA,10.892,12.822,26.28,26.438,26.764,25.386
"1942",11.3,10.8,3.728,NA,NA,NA,NA,NA,NA,8.944,4.96999999999999,12.502,12.77,7.712,6.09,8.492,5.14,7.126,5.83199999999999,NA,NA,NA,NA,6.43000000000001,5.6,16.992,13.072,13.324,12.88,13.142,12.638,12.286,11.734,63.831,72.393,73.631,70.871,NA,11.964,12.598,8.014,7.282,6.108,17.222,11.066,8.17,11.04,NA,NA,7.78799999999998,NA,NA,NA,10.348,10.396,16.914,16.068,10.796,NA,16.064,NA,28.374,23.154,24.244,18.958,18.002,11.992,9.88600000000001,16.866,16.092,39.858,40.956,NA,NA,NA,NA,NA,27.868,6.15600000000001,7.08999999999999,NA,17.06,NA,7.00200000000002,30.162,29.094,25.738,31.254,27.796,14.086,15.544,19.474,31.014,NA,NA,NA,NA,NA,NA,NA,NA,27.614,27.584,21.228,10.354,11.214,NA,NA,NA,NA,NA,13.15,17.738,10.258,9.35599999999999,23.954,20.622,12.056,14.03,12.476,12.804,11.646,12.33,7.63,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.668,21.788,21.916,23.51,NA,NA,NA,NA,9.94999999999999,6.59800000000002,NA,NA,NA,73.334,NA,NA,NA,NA,NA,7.28,13.198,13.416,2.66799999999999,NA,NA,NA,NA,17.046,16.846,8.072,11.482,27.262,21.21,14.014,16.084,22.504,11.476,10.982,NA,NA,10.83,12.822,25.992,26.096,26.092,24.728
"1941",11.142,10.748,3.64,NA,NA,NA,NA,NA,NA,8.848,4.80599999999999,12.398,12.646,7.622,6.02,8.324,4.968,6.996,5.68999999999999,NA,NA,NA,NA,6.29000000000001,5.572,16.788,12.862,13.206,12.758,12.762,12.478,12.228,11.562,NA,72.022,73.321,70.331,NA,11.812,12.386,7.752,7.226,6.054,16.84,10.622,7.956,10.838,NA,NA,7.46599999999998,NA,NA,NA,10.232,10.29,16.62,15.774,10.694,NA,15.518,NA,28.188,22.998,23.718,18.446,17.842,11.912,9.74600000000001,16.714,15.872,38.864,40.336,NA,NA,NA,NA,NA,27.744,5.90800000000001,7.02999999999999,NA,16.902,NA,6.86000000000002,29.64,28.348,25.14,30.5,27.014,13.846,15.216,19.11,30.716,NA,NA,NA,NA,NA,NA,NA,NA,27.128,27.016,20.482,10.168,11.106,NA,NA,NA,NA,NA,12.884,17.43,10.21,9.33799999999998,23.632,20.25,11.746,13.778,12.156,12.618,11.564,12.236,7.552,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.458,21.576,21.838,23.42,NA,NA,NA,NA,9.77199999999999,6.54800000000002,NA,NA,NA,72.816,NA,NA,NA,NA,NA,7.028,13.022,13.358,2.54399999999999,NA,NA,NA,NA,16.834,16.5,7.984,11.422,27.152,21.048,13.876,15.93,22.39,11.36,10.842,NA,NA,10.654,12.73,25.754,25.766,25.38,23.872
"1940",11.022,10.678,3.5,NA,NA,NA,NA,NA,NA,8.768,4.70599999999999,12.272,12.55,7.468,5.882,8.246,4.854,6.896,5.57399999999999,NA,NA,NA,NA,6.21000000000001,5.514,16.594,12.686,13.112,12.616,12.274,12.148,12,11.3,NA,71.638,73.01,69.866,NA,11.68,12.164,7.476,7.158,5.974,16.654,10.352,7.832,10.69,NA,NA,7.31199999999998,NA,NA,NA,10.134,10.202,16.446,15.556,10.606,NA,15.144,NA,28.06,22.86,23.264,18.066,17.624,11.87,9.62400000000001,16.616,15.51,38.568,40.08,NA,NA,NA,NA,NA,27.648,5.46200000000001,6.95599999999999,NA,16.746,NA,6.71600000000002,29.302,27.9,24.676,29.964,26.568,13.58,14.934,18.818,30.414,NA,NA,NA,NA,NA,NA,NA,NA,26.75,26.684,20.106,10.056,11.02,NA,NA,NA,NA,NA,12.702,17.24,10.128,9.32399999999999,23.304,19.928,11.524,13.584,11.94,12.466,11.448,12.08,7.412,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.294,21.428,21.75,23.346,NA,NA,NA,NA,9.56599999999999,6.39800000000002,NA,NA,NA,72.394,NA,NA,NA,NA,NA,6.896,12.874,13.292,2.37599999999999,NA,NA,NA,NA,16.668,16.208,7.968,11.34,27.016,20.88,13.688,15.814,22.26,11.24,10.736,NA,NA,10.482,12.67,25.506,25.48,24.872,23.25
"1939",10.878,10.58,3.216,NA,NA,NA,NA,NA,NA,8.71200000000001,4.63799999999999,12.152,12.434,7.194,5.788,8.18,4.776,6.778,5.47799999999999,NA,NA,NA,NA,6.14400000000001,5.458,16.444,12.528,12.976,12.456,11.982,11.896,11.754,11.052,NA,71.182,72.62,69.349,NA,11.6,11.992,7.328,7.038,5.934,16.39,10.148,7.696,10.558,NA,NA,7.23399999999998,NA,NA,NA,10.062,10.188,16.226,15.376,10.342,NA,14.746,NA,27.85,22.646,22.688,17.552,17.49,11.822,9.54000000000001,16.382,15.206,38.078,39.554,NA,NA,NA,NA,NA,27.512,5.00400000000001,6.78599999999999,NA,16.558,NA,6.59200000000002,28.78,27.28,24.052,29.31,26.07,13.272,14.786,18.536,30.054,NA,NA,NA,NA,NA,NA,NA,NA,26.284,26.318,19.658,10.004,10.948,NA,NA,NA,NA,NA,12.434,17.062,10.102,9.17599999999999,22.834,19.444,11.282,13.45,11.788,12.344,11.412,11.956,7.208,9.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.154,21.294,21.652,23.25,NA,NA,NA,NA,9.49599999999999,6.33000000000002,NA,NA,NA,71.952,NA,NA,NA,NA,NA,6.75,12.658,13.128,2.13799999999999,NA,NA,NA,NA,16.444,15.898,7.908,11.306,26.826,20.706,13.466,15.678,22.172,11.136,10.668,NA,NA,10.264,12.532,25.188,25.122,24.344,22.544
"1938",10.798,10.544,3.104,NA,NA,NA,NA,NA,NA,8.578,4.56799999999999,12.048,12.308,7.086,5.67,8.074,4.644,6.686,5.34799999999999,NA,NA,NA,NA,6.05600000000001,5.338,16.324,12.36,12.708,12.236,11.776,11.698,11.676,10.974,NA,70.681,72.022,68.591,NA,11.468,11.87,7.09,6.98,5.878,16.028,9.99999999999999,7.516,10.264,NA,NA,7.03599999999998,NA,NA,NA,9.96200000000001,10.156,15.994,15.04,10.056,NA,14.344,NA,27.638,22.264,22.068,16.94,17.284,11.772,9.40800000000001,16.284,15.052,36.996,38.608,NA,NA,NA,NA,NA,27.428,4.70800000000001,6.54199999999999,NA,16.326,NA,6.45200000000002,28,26.294,23.144,28.666,25.468,13,14.516,18.116,29.652,NA,NA,NA,NA,NA,NA,NA,NA,25.758,25.934,18.992,9.962,10.878,NA,NA,NA,NA,NA,12.116,16.866,10.076,9.15999999999999,22.344,18.89,11.038,13.328,11.568,12.086,11.282,11.87,6.992,9.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.828,21.116,21.574,23.178,NA,NA,NA,NA,9.34999999999999,6.27600000000002,NA,NA,NA,71.394,NA,NA,NA,NA,NA,6.55,12.336,12.906,1.93599999999999,NA,NA,NA,NA,16.164,15.558,7.878,11.252,26.606,20.474,13.254,15.538,22.062,10.942,10.55,NA,NA,10.054,12.422,24.822,24.676,23.846,21.732
"1937",10.548,10.424,2.924,NA,NA,NA,NA,NA,NA,8.422,4.42599999999999,11.92,12.192,6.936,5.548,7.902,4.454,6.47,5.10199999999999,NA,NA,NA,NA,5.96200000000001,5.288,16.194,12.204,12.466,11.91,11.38,11.44,11.582,10.79,NA,70.168,71.448,67.797,NA,11.28,11.612,6.848,6.888,5.778,15.448,9.55999999999999,7.254,9.966,NA,NA,6.74799999999998,NA,NA,NA,9.86200000000001,10.038,15.588,14.588,9.86,NA,13.926,NA,27.276,21.69,21.656,16.438,17.09,11.662,9.25400000000001,16.124,14.886,36.06,37.702,NA,NA,NA,NA,NA,27.164,NA,6.29599999999999,NA,16.046,NA,6.19800000000002,27.252,25.314,22.312,27.562,24.956,12.612,14.252,17.508,29.168,NA,NA,NA,NA,NA,NA,NA,NA,24.824,25.294,18.046,9.762,10.704,NA,NA,NA,NA,NA,11.7,16.638,10.002,9.14399999999999,21.858,18.29,10.64,13.08,11.372,11.756,11.17,11.606,6.822,8.88199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69,20.712,21.446,23.124,NA,NA,NA,NA,9.26999999999999,6.18400000000002,NA,NA,NA,70.79,NA,NA,NA,NA,NA,6.262,11.914,12.566,1.61399999999999,NA,NA,NA,NA,15.836,15.132,7.834,11.194,26.31,20.034,12.898,15.206,21.836,10.77,10.428,NA,NA,9.726,12.278,24.422,24.206,23.234,20.988
"1936",10.358,10.288,2.842,NA,NA,NA,NA,NA,NA,8.234,4.28799999999999,11.808,12.108,6.812,5.382,7.726,4.254,6.27,4.87799999999999,NA,NA,NA,NA,5.82800000000001,5.196,16.072,12.058,12.148,11.638,11.082,11.09,11.482,10.548,NA,69.791,70.966,67.164,NA,11.134,11.562,6.658,6.798,5.702,14.956,9.08799999999999,7.122,9.83000000000001,NA,NA,6.26999999999998,NA,NA,NA,9.72200000000001,9.81,15.224,14.22,9.702,NA,13.568,NA,26.886,21.24,21.324,15.88,16.772,11.57,9.13800000000001,15.85,14.662,35.028,37.07,NA,NA,NA,NA,NA,26.922,NA,6.12999999999999,NA,15.69,NA,5.80800000000002,26.652,24.52,21.696,26.766,24.36,12.24,NA,17.058,28.78,NA,NA,NA,NA,NA,NA,NA,NA,24.01,24.656,17.224,9.666,10.576,NA,NA,NA,NA,NA,11.446,16.314,9.93399999999999,9.10799999999999,21.518,17.88,10.198,12.768,11.094,11.368,11.128,11.35,6.686,8.61999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.588,20.308,21.378,23.05,NA,NA,NA,NA,9.24199999999999,6.08400000000002,NA,NA,NA,70.204,NA,NA,NA,NA,NA,6.046,11.636,12.256,1.30799999999999,NA,NA,NA,NA,15.642,14.698,7.808,11.142,26.172,19.72,12.61,14.976,21.672,10.612,10.306,NA,NA,9.318,12.06,24.072,23.906,22.592,20.074
"1935",10.274,10.22,2.75,NA,NA,NA,NA,NA,NA,8.21,4.24599999999999,11.74,12.03,6.686,5.22,7.632,4.174,6.154,4.76199999999999,NA,NA,NA,NA,5.73600000000001,5.106,15.96,11.906,11.95,11.444,10.906,10.862,11.338,10.398,NA,69.52,70.599,66.734,NA,11.074,11.528,6.332,6.716,5.648,14.648,8.77799999999999,7.036,9.77600000000001,NA,NA,6.03199999999998,NA,NA,NA,9.69800000000001,9.766,15.112,14.084,9.634,NA,13.346,NA,26.624,21.02,21.084,15.61,16.542,11.522,8.98000000000001,15.626,14.532,34.49,36.792,NA,NA,NA,NA,NA,26.812,NA,5.89399999999999,NA,15.508,NA,5.70200000000002,26.498,24.254,21.484,26.228,24.042,11.752,NA,16.894,28.632,NA,NA,NA,NA,NA,NA,NA,NA,23.674,24.484,16.886,9.552,10.456,NA,NA,NA,NA,NA,11.316,16.164,9.84599999999999,9.07999999999999,21.248,17.588,10.024,12.656,11.026,11.278,11.092,11.28,6.574,8.46399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.47,20.164,21.31,22.99,NA,NA,NA,NA,9.15399999999999,6.06000000000002,NA,NA,NA,69.91,NA,NA,NA,NA,NA,5.98,11.446,12.124,0.783999999999992,NA,NA,NA,NA,15.486,14.468,7.78,11.114,26.104,19.596,12.488,14.918,21.626,10.532,10.262,NA,NA,9.142,12.008,23.912,23.75,22.08,19.47
"1934",10.11,10.118,2.642,NA,NA,NA,NA,NA,NA,8.12200000000001,4.15999999999999,11.608,11.908,6.482,5.158,7.484,4.04,NA,4.58399999999999,NA,NA,NA,NA,5.57800000000001,4.956,15.804,11.734,11.736,11.252,10.624,10.476,11.182,10.19,NA,69.154,70.068,66.1,NA,10.924,11.49,6.198,6.632,5.582,14.366,8.42599999999999,6.902,9.66400000000001,NA,NA,5.76399999999998,NA,NA,NA,9.64800000000001,9.676,14.882,13.846,NA,NA,12.976,NA,26.19,NA,20.414,14.814,16.284,11.46,8.80200000000001,15.414,14.284,33.61,35.956,NA,NA,NA,NA,NA,26.684,NA,5.62799999999999,NA,15.16,NA,5.54600000000002,25.898,23.56,20.944,25.512,23.476,11.572,NA,16.552,28.346,NA,NA,NA,NA,NA,NA,NA,NA,22.878,23.74,15.942,9.486,10.36,NA,NA,NA,NA,NA,11.062,15.894,9.75999999999999,9.06399999999999,20.808,17.142,9.85399999999999,12.512,10.848,11.008,11.032,11.228,6.344,8.10199999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.284,19.962,21.214,22.894,NA,NA,NA,NA,9.05599999999999,6.02400000000002,NA,NA,NA,69.52,NA,NA,NA,NA,NA,5.818,11.174,11.794,0.355999999999992,NA,NA,NA,NA,15.192,14.028,7.756,11.092,25.796,19.258,12.158,14.672,21.434,10.4,10.16,NA,NA,8.796,11.832,23.576,23.492,21.35,18.736
"1933",9.938,10.042,2.512,NA,NA,NA,NA,NA,NA,8.104,4.08599999999999,11.492,11.766,6.316,5.052,NA,3.978,NA,4.43799999999999,NA,NA,NA,NA,5.44200000000001,4.79,15.674,11.564,11.602,11.086,10.274,10.19,10.982,9.96,NA,68.789,69.698,65.454,NA,10.756,11.378,6.054,6.6,5.47,14.172,7.97599999999999,6.804,9.588,NA,NA,5.53599999999998,NA,NA,NA,9.55200000000001,9.446,14.68,13.632,NA,NA,12.642,NA,25.842,NA,19.792,14.126,15.962,11.412,8.74400000000001,15.134,13.996,32.654,35.298,NA,NA,NA,NA,NA,26.582,NA,5.34999999999999,NA,14.876,NA,5.33600000000002,25.378,22.962,20.404,24.934,23.156,11.144,NA,16.164,28.046,NA,NA,NA,NA,NA,NA,NA,NA,22.254,23.068,15.296,9.416,10.276,NA,NA,NA,NA,NA,10.934,15.556,9.66199999999999,8.99799999999999,20.434,16.804,9.64599999999999,12.346,10.522,10.574,10.99,11.158,6.198,7.91799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.124,19.758,21.11,22.796,NA,NA,NA,NA,9.04199999999999,5.93800000000002,NA,NA,NA,69.384,NA,NA,NA,NA,NA,5.618,10.904,11.494,NA,NA,NA,NA,NA,14.962,13.692,7.72,11.032,25.63,19.03,11.922,14.54,21.33,10.3,10.078,NA,NA,8.51000000000001,11.736,23.372,23.26,20.632,18.05
"1932",9.852,9.982,NA,NA,NA,NA,NA,NA,NA,8.04800000000001,4.02799999999999,11.32,11.618,6.176,4.976,NA,3.884,NA,4.35599999999999,NA,NA,NA,NA,5.29200000000001,4.756,15.546,11.428,11.53,10.964,10.028,9.72799999999997,10.846,9.836,NA,68.417,69.34,64.951,NA,10.652,11.358,5.848,6.534,5.446,13.912,7.59399999999999,6.7,9.486,NA,NA,5.32799999999998,NA,NA,NA,9.51400000000001,9.414,14.51,13.456,NA,NA,12.398,NA,25.69,NA,19.414,13.766,15.794,11.332,8.63400000000001,14.904,13.664,31.992,34.702,NA,NA,NA,NA,NA,26.476,NA,NA,NA,14.58,NA,5.27600000000002,24.994,22.534,19.882,24.686,22.886,10.584,NA,15.938,27.894,NA,NA,NA,NA,NA,NA,NA,NA,21.674,22.692,14.746,9.284,10.182,NA,NA,NA,NA,NA,10.758,15.166,9.62399999999999,8.94199999999999,20.07,16.444,9.54799999999999,12.244,10.42,10.438,10.95,11.092,5.968,7.72999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.014,19.654,21.002,22.694,NA,NA,NA,NA,9.00199999999999,5.89600000000002,NA,NA,NA,69.32,NA,NA,NA,NA,NA,5.556,10.748,11.412,NA,NA,NA,NA,NA,14.78,13.47,7.704,11.02,25.296,18.7,11.658,14.436,21.222,10.242,10.036,NA,NA,8.40600000000001,11.704,23.156,23.026,20.39,17.63
