"Tree_Tag_Number","Species.Model","Site","PlotID","DBH..cm.","Density.Total..stems.ha.","Year","RW"
"911","PIEN","MCON","MCON.4",17.6,827.605704077856,1905,0.0639860865855349
"912","PIEN","MCON","MCON.4",13.6,827.605704077856,1905,0.0533783379717804
"913","PIEN","MCON","MCON.4",17.8,827.605704077856,1905,0.0645686304029515
"914","PIEN","MCON","MCON.4",23.8,827.605704077856,1905,0.0847427060074221
"915","PIEN","MCON","MCON.4",10.5,827.605704077856,1905,0.0463827674991263
"916","PIEN","MCON","MCON.4",14.1,827.605704077856,1905,0.0546015674148834
"917","PIEN","MCON","MCON.4",16.5,827.605704077856,1905,0.0608747809185279
"918","PIEN","MCON","MCON.4",13.5,827.605704077856,1905,0.053137000384895
"919","PIEN","MCON","MCON.4",44.6,827.605704077856,1905,0.217494830693944
"920","PIEN","MCON","MCON.4",13.5,827.605704077856,1905,0.053137000384895
"921","PIEN","MCON","MCON.4",34.9,827.605704077856,1905,0.140136646798651
"922","PIEN","MCON","MCON.4",36.3,827.605704077856,1905,0.149315157678758
"923","PIEN","MCON","MCON.4",27.8,827.605704077856,1905,0.101583419981156
"924","PIEN","MCON","MCON.4",12.3,827.605704077856,1905,0.0503246639978093
"925","PIEN","MCON","MCON.4",24.3,827.605704077856,1905,0.0866846880363736
