"Species","Site","PlotID","TreeID","DBH..cm.","Year","RW","Species.Model","RW.modeled"
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1916,NA,"QUAL",0.479919320212124
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1916,NA,"PIEN",0.0668303003348436
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1916,NA,"PIEN",0.108461535705804
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1916,NA,"PIEN",0.108814601115334
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1916,NA,"PIEN",0.0685906334144991
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1916,NA,"PIEN",0.090708371503337
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1916,NA,"PIEN",0.0964860320416963
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1916,NA,"PIEN",0.0729595068647895
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1916,NA,"PIEN",0.0672661022316145
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1916,NA,"PIEN",0.0839021651514575
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1916,NA,"PIEN",0.0614152693445887
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1916,NA,"PIEN",0.146736542411374
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1916,NA,"PIEN",0.20177062488755
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1916,NA,"PIEN",0.114995646906703
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1916,NA,"PIEN",0.176599516761864
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1916,NA,"PIEN",0.0964860320416963
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1916,NA,"PIEN",0.125762733594303
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1916,NA,"PIEN",0.133773178176667
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1916,NA,"POGR",0.178063313995137
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1916,NA,"PIEN",0.121741239143405
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1916,NA,"PIEN",0.129917070603174
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1916,NA,"PIEN",0.297563469683796
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1916,NA,"PSME",0.14183215333515
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1917,NA,"POGR",0.124599697879933
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1917,NA,"POGR",0.0963861000244381
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1917,NA,"ACSA",0.0963861000244381
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1917,NA,"QUAL",0.295221555133405
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1917,NA,"QURU",0.531637984119752
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1917,NA,"PRSE",0.314025662195393
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1917,NA,"QURU",0.794194727552343
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1917,NA,"QUVE",0.597623002801563
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1917,NA,"PRSE",0.440304727141642
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1917,NA,"PRSE",0.45065829411351
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1917,NA,"QUVE",0.545024136384465
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1917,NA,"QUAL",0.352602003061702
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1917,NA,"QUAL",0.460279498700277
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1917,NA,"PIEN",0.0686016055810864
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1917,NA,"PIEN",0.111336256996127
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1917,NA,"PIEN",0.111698680235997
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1917,NA,"PIEN",0.070408595449706
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1917,NA,"PIEN",0.0931125536410348
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1917,NA,"PIEN",0.0990433483172227
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1917,NA,"PIEN",0.0748932638077539
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1917,NA,"PIEN",0.0690489581993446
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1917,NA,"PIEN",0.0861259520349413
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1917,NA,"PIEN",0.0630430517762767
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1917,NA,"PIEN",0.150625724505223
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1917,NA,"PIEN",0.207118459097636
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1917,NA,"PIEN",0.118043551698996
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1917,NA,"PIEN",0.181280202752455
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1917,NA,"PIEN",0.0990433483172227
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1917,NA,"PIEN",0.125112571676325
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1917,NA,"PIEN",0.133081604261155
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1917,NA,"POGR",0.177142771140828
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1917,NA,"PIEN",0.121111867347195
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1917,NA,"PIEN",0.129245431800586
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1917,NA,"PIEN",0.296025140874929
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1917,NA,"PSME",0.141098916531147
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1918,NA,"POGR",0.12568494418198
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1918,NA,"POGR",0.0972256097535951
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1918,NA,"ACSA",0.0972256097535951
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1918,NA,"QUAL",0.283817491934009
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1918,NA,"QURU",0.51110143092884
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1918,NA,"PRSE",0.301895218345214
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1918,NA,"QURU",0.763515914612884
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1918,NA,"QUVE",0.574537525556238
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1918,NA,"PRSE",0.423296270787407
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1918,NA,"PRSE",0.432285033642696
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1918,NA,"QUVE",0.52280359689485
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1918,NA,"QUAL",0.338226480566267
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1918,NA,"QUAL",0.441513983387547
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1918,NA,"PIEN",0.0703957394006763
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1918,NA,"PIEN",0.114248027680375
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1918,NA,"PIEN",0.114619929354257
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1918,NA,"PIEN",0.0722499873707278
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1918,NA,"PIEN",0.0955477208663601
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1918,NA,"PIEN",0.101633623272396
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1918,NA,"PIEN",0.0768519430007376
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1918,NA,"PIEN",0.0708547916060636
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1918,NA,"PIEN",0.088378399072899
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1918,NA,"PIEN",0.0646918130599799
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1918,NA,"PIEN",0.154565030358868
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1918,NA,"PIEN",0.212535216168856
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1918,NA,"PIEN",0.121130737873339
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1918,NA,"PIEN",0.18602121340119
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1918,NA,"PIEN",0.101633623272396
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1918,NA,"PIEN",0.124454196851537
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1918,NA,"PIEN",0.132381294318565
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1918,NA,"POGR",0.176210599902162
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1918,NA,"PIEN",0.120474545266959
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1918,NA,"PIEN",0.128565308793153
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1918,NA,"PIEN",0.294467379751128
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1918,NA,"PSME",0.140356417410521
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1919,NA,"POGR",0.126774315193407
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1919,NA,"POGR",0.0980683102180246
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1919,NA,"ACSA",0.0980683102180246
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1919,NA,"QUAL",0.272899944585543
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1919,NA,"QURU",0.49144100043877
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1919,NA,"PRSE",0.290282278923827
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1919,NA,"QURU",0.734145909641408
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1919,NA,"QUVE",0.552436912250173
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1919,NA,"PRSE",0.407013422794989
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1919,NA,"PRSE",0.414731884059883
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1919,NA,"QUVE",0.50157489586535
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1919,NA,"QUAL",0.324492625484078
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1919,NA,"QUAL",0.423586087693358
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1919,NA,"PIEN",0.0722102868500159
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1919,NA,"PIEN",0.117192928451138
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1919,NA,"PIEN",0.117574416404524
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1919,NA,"PIEN",0.074112330623523
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1919,NA,"PIEN",0.0980105953906471
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1919,NA,"PIEN",0.104253370340132
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1919,NA,"PIEN",0.0788329080184507
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1919,NA,"PIEN",0.0726811717602728
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1919,NA,"PIEN",0.0906564744220573
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1919,NA,"PIEN",0.066359333926733
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1919,NA,"PIEN",0.158549157579955
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1919,NA,"PIEN",0.218013605027009
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1919,NA,"PIEN",0.124253050009215
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1919,NA,"PIEN",0.190816167203422
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1919,NA,"PIEN",0.104253370340132
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1919,NA,"PIEN",0.123786952208615
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1919,NA,"PIEN",0.131671549595673
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1919,NA,"POGR",0.175265870180021
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1919,NA,"PIEN",0.119828636997319
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1919,NA,"PIEN",0.127876022969709
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1919,NA,"PIEN",0.292888632014009
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1919,NA,"PSME",0.139603915124651
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1920,NA,"POGR",0.127867396480165
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1920,NA,"POGR",0.0989138808256017
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1920,NA,"ACSA",0.0989138808256017
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1920,NA,"QUAL",0.262449537648192
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1920,NA,"QURU",0.472621801160135
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1920,NA,"PRSE",0.279166234374743
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1920,NA,"QURU",0.706032589505723
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1920,NA,"QUVE",0.531281940786197
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1920,NA,"PRSE",0.391427285891842
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1920,NA,"PRSE",0.397964196982941
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1920,NA,"QUVE",0.481296129696734
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1920,NA,"QUAL",0.311373328386325
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1920,NA,"QUAL",0.406460423519531
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1920,NA,"PIEN",0.0740426134613498
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1920,NA,"PIEN",0.120166683726577
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1920,NA,"PIEN",0.120557851887027
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1920,NA,"PIEN",0.0759929213475498
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1920,NA,"PIEN",0.100497601466388
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1920,NA,"PIEN",0.106898786016049
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1920,NA,"PIEN",0.0808332827782279
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1920,NA,"PIEN",0.0745254470147928
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1920,NA,"PIEN",0.0929568706373261
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1920,NA,"PIEN",0.0680431933707053
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1920,NA,"PIEN",0.162572321775961
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1920,NA,"PIEN",0.223545671821779
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1920,NA,"PIEN",0.127405954948426
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1920,NA,"PIEN",0.195658102560441
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1920,NA,"PIEN",0.106898786016049
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1920,NA,"PIEN",0.123110200146242
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1920,NA,"PIEN",0.130951691879211
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1920,NA,"POGR",0.174307679215694
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1920,NA,"PIEN",0.119173525325431
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1920,NA,"PIEN",0.12717691566697
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1920,NA,"PIEN",0.291287389054032
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1920,NA,"PSME",0.138840690602274
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1921,NA,"POGR",0.128963760314844
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1921,NA,"POGR",0.0997619907009115
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1921,NA,"ACSA",0.0997619907009115
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1921,NA,"QUAL",0.252447533128135
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1921,NA,"QURU",0.454610089522761
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1921,NA,"PRSE",0.268527153189519
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1921,NA,"QURU",0.679125545908603
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1921,NA,"QUVE",0.511034679462035
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1921,NA,"PRSE",0.376509913516768
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1921,NA,"PRSE",0.381948573611007
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1921,NA,"QUVE",0.461926906027795
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1921,NA,"QUAL",0.298842457535863
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1921,NA,"QUAL",0.390102879026742
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1921,NA,"PIEN",0.075889860801666
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1921,NA,"PIEN",0.123164654442783
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1921,NA,"PIEN",0.123565581636718
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1921,NA,"PIEN",0.0778888258176884
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1921,NA,"PIEN",0.103004859359356
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1921,NA,"PIEN",0.109565743446641
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1921,NA,"PIEN",0.0828499466916249
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1921,NA,"PIEN",0.0763847402967055
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1921,NA,"PIEN",0.0952759990962175
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1921,NA,"PIEN",0.0697407645679492
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1921,NA,"PIEN",0.16662824680306
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1921,NA,"PIEN",0.229122786518406
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1921,NA,"PIEN",0.130584534153248
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1921,NA,"PIEN",0.200539466043846
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1921,NA,"PIEN",0.109565743446641
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1921,NA,"PIEN",0.122423322896429
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1921,NA,"PIEN",0.13022106405252
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1921,NA,"POGR",0.173335152331823
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1921,NA,"PIEN",0.118508612237573
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1921,NA,"PIEN",0.126467348710136
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1921,NA,"PIEN",0.2896621891887
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1921,NA,"PSME",0.138066047139671
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1922,NA,"POGR",0.130062965582527
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1922,NA,"POGR",0.100612298612415
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1922,NA,"ACSA",0.100612298612415
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1922,NA,"QUAL",0.242875822712492
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1922,NA,"QURU",0.437373255892334
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1922,NA,"PRSE",0.258345773648122
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1922,NA,"QURU",0.653376064498527
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1922,NA,"QUVE",0.491658471251362
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1922,NA,"PRSE",0.362234298238833
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1922,NA,"PRSE",0.366652841158928
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1922,NA,"QUVE",0.443428315235271
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1922,NA,"QUAL",0.286874840449156
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1922,NA,"QUAL",0.37448059456586
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1922,NA,"PIEN",0.0777489430422767
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1922,NA,"PIEN",0.126181832486421
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1922,NA,"PIEN",0.126592581237783
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1922,NA,"PIEN",0.0797968769234628
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1922,NA,"PIEN",0.105528180692518
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1922,NA,"PIEN",0.112249787476624
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1922,NA,"PIEN",0.0848795309193846
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1922,NA,"PIEN",0.0782559456545647
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1922,NA,"PIEN",0.0976099856921229
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1922,NA,"PIEN",0.0714492117239366
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1922,NA,"PIEN",0.170710157234089
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1922,NA,"PIEN",0.234735632540734
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1922,NA,"PIEN",0.133783477803668
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1922,NA,"PIEN",0.205452103330637
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1922,NA,"PIEN",0.112249787476624
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1922,NA,"PIEN",0.121725723076053
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1922,NA,"PIEN",0.129479030682219
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1922,NA,"POGR",0.172347443713312
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1922,NA,"PIEN",0.117833319453044
"PIEN","Valles Caldera Upper","VUB","VUF126",10.1,1922,NA,"PIEN",0.125746704982647
"PIEN","Valles Caldera Upper","VUB","VUF127",35.6,1922,NA,"PIEN",0.288011618967545
"PSME","Valles Caldera Upper","VUB","VUF141",12.8,1922,NA,"PSME",0.13727931102268
"POGR","Morgan Monroe State Park","MMC","MMC004",41.1,1923,NA,"POGR",0.131164557701243
"POGR","Morgan Monroe State Park","MMC","MMC009",33.2,1923,NA,"POGR",0.101464452910919
"ACSA","Morgan Monroe State Park","MMC","MMC028",33.2,1923,NA,"ACSA",0.101464452910919
"QUAL","Oak Openings Toledo","OOA","OOA013",10.6,1923,NA,"QUAL",0.233716918860404
"QURU","Oak Openings Toledo","OOA","OOA016",28.7,1923,NA,"QURU",0.420879808527115
"PRSE","Oak Openings Toledo","OOA","OOA022",12.5,1923,NA,"PRSE",0.248603494342546
"QURU","Oak Openings Toledo","OOA","OOA023",41.05,1923,NA,"QURU",0.6287371009032
"QUVE","Oak Openings Toledo","OOA","OOA030",32.3,1923,NA,"QUVE",0.473117915769285
"PRSE","Oak Openings Toledo","OOA","OOA032",22.9,1923,NA,"PRSE",0.348574358470247
"PRSE","Oak Openings Toledo","OOB","OOB005",20.05,1923,NA,"PRSE",0.352046027739772
"QUVE","Oak Openings Toledo","OOB","OOB032",25.9,1923,NA,"QUVE",0.425762900056872
"QUAL","Oak Openings Toledo","OOB","OOB033",12.5,1923,NA,"QUAL",0.275446244243967
"QUAL","Oak Openings Toledo","OOB","OOB051",20.7,1923,NA,"QUAL",0.359561937024224
"PIEN","Valles Caldera Upper","VUA","VUF014",10.3,1923,NA,"PIEN",0.079616544656868
"PIEN","Valles Caldera Upper","VUA","VUF025",25.2,1923,NA,"PIEN",0.129212836958798
"PIEN","Valles Caldera Upper","VUA","VUF027",25.3,1923,NA,"PIEN",0.129633452275559
"PIEN","Valles Caldera Upper","VUA","VUF028",11.1,1923,NA,"PIEN",0.0817136718064564
"PIEN","Valles Caldera Upper","VUA","VUF029",19.7,1923,NA,"PIEN",0.108063065321613
"PIEN","Valles Caldera Upper","VUA","VUF030",21.6,1923,NA,"PIEN",0.114946131325503
"PIEN","Valles Caldera Upper","VUA","VUF031",13,1923,NA,"PIEN",0.0869184158583682
"PIEN","Valles Caldera Upper","VUA","VUF033",10.5,1923,NA,"PIEN",0.0801357259414345
"PIEN","Valles Caldera Upper","VUA","VUF034",17.3,1923,NA,"PIEN",0.0999546679443268
"PIEN","Valles Caldera Upper","VUA","VUF035",7.7,1923,NA,"PIEN",0.0731654879581272
"PIEN","Valles Caldera Upper","VUA","VUF038",34.5,1923,NA,"PIEN",0.174810773304254
"PIEN","Valles Caldera Upper","VUA","VUF039",44.3,1923,NA,"PIEN",0.240374199821279
"PIEN","Valles Caldera Upper","VUA","VUF041",27,1923,NA,"PIEN",0.136997080836392
"PIEN","Valles Caldera Upper","VUA","VUF042",40.2,1923,NA,"PIEN",0.210387253120298
"PIEN","Valles Caldera Upper","VUA","VUF043",21.6,1923,NA,"PIEN",0.114946131325503
"PIEN","Valles Caldera Upper","VUB","VUF103",9.1,1923,NA,"PIEN",0.121016824264106
"PIEN","Valles Caldera Upper","VUB","VUF113",11,1923,NA,"PIEN",0.128724978632224
"POTR","Valles Caldera Upper","VUB","VUF121",19.8,1923,NA,"POGR",0.171343737224634
"PIEN","Valles Caldera Upper","VUB","VUF123",8.1,1923,NA,"PIEN",0.117147088982958
